,Texts,Polarity
462,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
463,dudeee i LOVED brokeback mountain!!!!,1
464,Mission Impossible is an EXCELLENT movie.,1
465,elonmusk I hope the wipers are working properly today You didnt seem too happy with them in the interview,0
466,DA VINCI CODE IS AWESOME!!,1
467,These Harry Potter movies really suck.,-1
468,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
469,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",-1
470,ok it's time to update wow haven't updated for a long time ok so yeah watched over the hedge and mission impossible 3 awesome movies hammy rocks..,1
471,I love Brokeback Mountain....,1
472,i love kirsten / leah / kate escapades and mission impossible tom as well...,1
473,Ok brokeback mountain is such a horrible movie.,-1
474,The Da Vinci Code was absolutely AWESOME!,1
475,"Oh, and Brokeback Mountain is a TERRIBLE movie...",-1
476,"I used to hate Harry Potter, and now I'm a Potterholic..",-1
477,I love Brokeback Mountain.,1
478,Mission Impossible 3 was excellent.,1
479,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",-1
480,Brokeback Mountain was an AWESOME movie.,1
481,went to see Mission Impossible 3 which is AWESOME.,1
482,i mean isnt shady srour egyptian logan paul already since the beginning,0
483,I love Brokeback Mountain.,1
484,MKBHD What lens are you using,0
485,Da vinci Code is one beautiful movie..,1
486,Da Vinci Code sucks be...,-1
487,the people who are worth it know how much i love the da vinci code.,1
488,the people who are worth it know how much i love the da vinci code.,1
489,"Anyway, thats why I love "" Brokeback Mountain.",1
490,I love Harry Potter.,1
491,I liked a YouTube video Arnold Schwarzeneggers Sons Not Like Dad Like Son,0
492,I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,-1
493,I hate Harry Potter.,-1
494,Thanks for casting Leonardo dicaprio sir We r waiting for another Oscar Kalank,0
495,man i loved brokeback mountain!,1
496,Me ha gustado un v deo de YouTube YOUTUBE ME REGRES EL CANAL LOGAN PAUL SE VA Millie Bobby Brown,0
497,I love The Da Vinci Code...,1
498,Mission Impossible III sucks..,-1
499,"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",-1
500,DA VINCI CODE IS AWESOME!!,1
501,I love Harry Potter.,1
502,MKBHD Wheres reckless oh yeah Baby Congrats,0
503,"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
504,is he awesome in mission impossible 3 -- and hot.,1
505,"the da vinci code was an awesome book, i just finished it.",1
506,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",-1
507,this coming from the person who said that Harry Potter sucks just a few hours ago?.(,-1
508,My dad's being stupid about brokeback mountain...,-1
509,Ok brokeback mountain is such a horrible movie.,-1
510,"Is it just me, or does Harry Potter suck?...",-1
511,"I, too, like Harry Potter..",1
512,man i loved brokeback mountain!,1
513,"I don't care what anyone says, Brokeback Mountain was a shitty movie...",-1
514,The Da Vinci Code sucked big time.,-1
515,man i loved brokeback mountain!,1
516,the people who are worth it know how much i love the da vinci code.,1
517,i HATE HATE HATE tom cruise and mission impossible movies but i think i may go see this new one cuz...,-1
518,Love luv lubb the Da Vinci Code!,1
519,elonmusk Stop dad,0
520,The Da Vinci Code was absolutely AWESOME!,1
521,Da Vinci Code sucks.,-1
522,i love being a sentry for mission impossible and a station for bonkers.,1
523,Google Pixel camera working flawless on the LG V20 the HDR amp HDR advance mode both working on the modded,1
524,Harry Potter is AWESOME I don't care if anyone says differently!..,1
525,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",-1
526,I wanted desperately to love'The Da Vinci Code as a film.,1
527,"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",-1
528,Da Vinci Code sucks be...,-1
529,I love Harry Potter.,1
530,The Da Vinci Code is awesome..,1
531,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
532,I love Brokeback Mountain.,1
533,"The Da Vinci Code was awesome, I can't wait to read it...",1
534,Arnold Schwarzeneggers Inspirational Speech minutes of pure inspiration Believe,0
535,"by the way, the Da Vinci Code sucked, just letting you know...",-1
536,"Harry Potter dragged Draco Malfoy â s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",-1
537,"Always knows what I want, not guy crazy, hates Harry Potter..",-1
538,i love kirsten / leah / kate escapades and mission impossible tom as well...,1
539,I hate Harry Potter...,-1
540,"I â m also a person who very much enjoys in-depth conversations, especially over subjects I'm interested and intrigued by, like Harry Potter.",1
541,After I left I went and saw Mission Impossible 3 which was awesome.,1
542,I loved the da vinci code.,1
543,I am going to start reading the Harry Potter series again because that is one awesome story.,1
544,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",-1
545,the da vinci code sucks majorly....,-1
546,man i loved brokeback mountain!,1
547,"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",-1
548,Hey elonmusk guess what,0
549,"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",-1
550,kaydenteuling CaseyNeistat MKBHD Die is er al,0
551,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
552,the last stand and Mission Impossible 3 both were awesome movies.,1
553,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,-1
554,"Brokeback Mountain is an excellent movie, I love it after watching it!",1
555,da vinci code sucks...,-1
556,I hate Harry Potter.,-1
557,My dad's being stupid about brokeback mountain...,-1
558,Glad Alicia Vikander won I wanted her too,0
559,My dad's being stupid about brokeback mountain...,-1
560,"Harry Potter dragged Draco Malfoy â s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",-1
561,dudeee i LOVED brokeback mountain!!!!,1
562,This is so ridiculous From the video you can see her using book after book creating this face She remembers hi,0
563,Brokeback Mountain was depressing.,-1
564,i love being a sentry for mission impossible and a station for bonkers.,1
565,UDecaux Les pecs en lair le bras Schwarzenegger P tain,0
566,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",-1
567,elonmusk How many more monthsyears until jet packs,0
568,"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",-1
569,Con los casos puestos y la m sica a tope me podr a cargar al mism simo Arnold Schwarzenegger de joven as que m,0
570,"He generally had crap, but he did have Brokeback Mountain, which was awesome.",1
571,I actually loved Brokeback Mountain..,1
572,I love Harry Potter...,1
573,"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",-1
574,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
575,brokeback mountain is so depressing.,-1
576,i am love brokeback mountain madly.,1
577,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",-1
578,I hate Harry Potter.,-1
579,The Da Vinci Code is awesome!!,1
580,hollywood crushes Leonardo DiCaprio and Theo James mor1019 MORPinoyBiga10 Alam Na This by Kisses Delavin,0
581,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",-1
582,elonmusk Thats my all time jam,1
583,Brokeback Mountain is fucking horrible..,-1
584,Leonardo DiCaprio will present Martin Scorsese with the inaugural Robert Osborne award at the TCM Classic Film Fes,0
585,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",-1
586,Leonardo DiCaprio with friends during Coachella on April,0
587,Ok brokeback mountain is such a horrible movie.,-1
588,Maroonmushroom MKBHD YounesOughla I dont think he was complaining Twitter is a reliable source to get ahold of,0
589,Schwarzenegger Lets face it we usually take for guaranteed the people in our life I always thought about Arnold,0
590,Harry Potter is AWESOME I don't care if anyone says differently!..,1
591,", before I forget, I have to say that I pretty much hated The Da Vinci Code.",-1
592,I also hate the Da Vinci Code..,-1
593,Mission Impossible 3 was excellent.,1
594,I love The Da Vinci Code...,1
595,"I miss Harry Potter and stuff, man........",1
596,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
597,Da Vinci Code sucks.,-1
598,"I, too, like Harry Potter..",1
599,"The level of badness of these movies is increasing exponentially, so I can only imagine how awful Mission Impossible the third will be....",-1
600,The Da Vinci Code sucked big time.,-1
601,My dad's being stupid about brokeback mountain...,-1
602,i heard da vinci code sucked soo much only 2.5 stars:,-1
603,"Well the Da Vinci Code, was Awesome!",1
604,deynaaramos,0
605,I love Brokeback Mountain.,1
606,I liked a YouTube video LOGAN PAUL DELETED MOVIE SKIT FIGHT FOR LOVE ft The Rock Desiigner Alexandra,0
607,da vinci code was an awesome movie...,1
608,"lynn and jon at the theaters for da vinci code-other than that, EVERYONE AT THE LUAU, it was awesome..",1
609,"Brokeback mountain is still depressing, I still have the van though the insurance runs out soon, the room is messy again after being clean.",-1
610,The Da Vinci Code sucked big time.,-1
611,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
612,I love Brokeback Mountain....,1
613,Sabes que lo est s haciendo mal cuando te comparan con Logan Paul,0
614,i love kirsten / leah / kate escapades and mission impossible tom as well...,1
615,da vinci code was an awesome movie...,1
616,The Da Vinci Code is awesome!!,1
617,I liked a YouTube video Which Smartphone Do They ACTUALLY Use MKBHD Austin Evans Linus More,1
618,DA VINCI CODE IS AWESOME!!,1
619,MKBHD YES,0
620,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",-1
621,Brokeback Mountain was so awesome.,1
622,da vinci code was an awesome movie...,1
623,elonmusk Are you gonna buy cash records now too,0
624,The Da Vinci Code is awesome!!,1
625,"Besides, Da Vinci Code sucks...",-1
626,I am going to start reading the Harry Potter series again because that is one awesome story.,1
627,elonmusk,0
628,I love Harry Potter.,1
629,I love The Da Vinci Code...,1
630,I thought the Da Vinci Code was a pretty good book.,1
631,The Da Vinci Code was absolutely AWESOME!,1
632,The Da Vinci Code was absolutely AWESOME!,1
633,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
634,I love The Da Vinci Code...,1
635,I love Harry Potter.,1
636,"Well, at least Harry Potter is real good so far.",1
637,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",-1
638,So Brokeback Mountain was really depressing.,-1
639,Da Vinci Code sucks be...,-1
640,"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",-1
641,i really loved the da vinci code.,1
642,"Always knows what I want, not guy crazy, hates Harry Potter..",-1
